STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
52842099999,CHA-KA,1961-09-01,1997-12-31,null,CH,36.783,99.083,2925
74935199999,CHA-YIN-LU SOUTHWEST,1945-10-31,1947-03-31,null,CH,31.317,121.5,6
57883099999,CHALING,1957-06-01,1997-12-31,null,CH,26.8,113.533,176
58632099999,CHANG-SHAN,1974-04-25,2003-01-01,null,CH,28.933,118.5,137
53929099999,CHANG-WU,1980-10-01,1997-12-31,null,CH,35.217,107.8,1219
53887099999,CHANG-ZHI,1956-08-20,2004-11-17,null,CH,36.2,113.117,975
58606099999,CHANGBEI INTL,1956-08-20,2024-01-06,null,CH,28.865,115.9,43.58
57662099999,CHANGDE,1956-08-20,2024-01-06,null,CH,29.05,111.6833333,35
54049099999,CHANGLING,1956-08-20,2024-01-06,null,CH,44.25,123.9666666,190
57687099999,CHANGSHA,1944-02-14,2024-01-06,null,CH,28.1166666,112.7833333,120
57679099999,CHANGSHA/DATUOPU,1956-08-20,1988-07-14,null,CH,28.2,113.0833333,46
58911099999,CHANGTING,1957-03-01,2024-01-06,null,CH,25.85,116.3666666,311
58343099999,CHANGZHOU,1956-08-20,1997-12-31,null,CH,31.767,119.95,15
58326099999,CHAOHU WEST,1957-06-01,1961-03-14,null,CH,31.6,117.833,21
54324099999,CHAOYANG,1957-03-02,2024-01-06,null,CH,41.55,120.45,176
54326099999,CHAOYANG AIRFIELD,1957-06-01,2002-06-03,null,CH,41.583,120.433,152
55690099999,CHE-KU,1987-03-11,1997-12-31,null,CH,28.7,91.633,4336
57144099999,CHEN-AN,1959-12-09,1997-12-31,null,CH,33.417,109.15,610
57738099999,CHEN-YUAN,1956-08-20,1958-02-03,null,CH,27.05,108.4,464
54145099999,CHENG-CHIZ-T'UN,1980-04-02,2001-11-14,null,CH,43.5,123.5,183
57106099999,CHENG-XIAN,1956-08-20,1997-12-31,null,CH,33.75,105.75,1128
54423099999,CHENGDE,1956-08-20,2024-01-06,null,CH,40.9666666,117.9166666,423
54575099999,CHENGZITAN,1957-06-01,1959-08-31,null,CH,39.5,122.5,17
57972099999,CHENZHOU,1956-08-20,2024-01-06,null,CH,25.7333333,112.9666666,368.8
31371099999,CHERNJAEVO,1948-01-01,2024-01-06,null,RS,52.7833333,126,210
50873099999,CHIA-MU-SSU /CHIAMUEZE,1956-08-20,1961-10-31,null,CH,46.817,130.333,80.2
58140099999,CHIANELO,1979-07-10,1981-05-29,null,CH,26.767,117.367,183
54218099999,CHIFENG,1956-08-20,2024-01-06,null,CH,42.3,118.8333333,567
74933699999,CHING-SHUI-PU NORTH,1943-12-31,1946-10-31,null,CH,30.25,104.033,481
52797099999,CHING-T'AI,1962-03-02,1997-05-14,null,CH,37.133,104.217,1402
56227099999,CHING-TO EAST,1956-08-20,1957-05-31,null,CH,30.1,95.783,5108
57614099999,CHIU-HSI-SHUI SOUTH,1960-02-01,1961-02-22,null,CH,28.567,106.083,289
53938099999,CHIU-PO-TOU NW,1974-06-01,1974-10-25,null,CH,35.283,108.3,1219
57515099999,CHONG-QING,1956-08-20,1987-01-14,null,CH,29.517,106.483,351
51526099999,CHUGIRTY,1962-03-02,1997-12-31,null,CH,42.8,80.85,2042
58543099999,CHUN AN,2007-07-27,2024-01-06,null,CH,29.6166666,119.0166666,172
47014099999,CHUNGGANG,1957-02-02,2024-01-06,null,KN,41.7833333,126.8833333,331
56768099999,CHUXIONG,1944-01-31,2023-04-28,null,CH,25.0166666,101.5166666,1820
58236099999,CHUZHOU EAST,1957-06-01,1961-03-22,null,CH,32.317,118.333,26
57023099999,CUI-MU,1961-09-01,2005-04-23,null,CH,34.8,107.867,914
57328099999,DA XIAN,1956-08-20,2024-01-06,null,CH,31.2,107.5,344
57708099999,DA-FANG,1973-10-16,2002-05-30,null,CH,27.15,105.6,1520
54351099999,DA-HUO-FANG,1961-08-01,1997-12-31,null,CH,41.883,124.083,273
52713099999,DA-QAIDAM,1957-06-30,2024-01-06,null,CH,37.85,95.3666666,3174
59242099999,DA-WAN,1957-06-02,1997-12-31,null,CH,23.85,109.417,76
54756099999,DA-XIN-DIAN,1974-04-26,2014-05-03,null,CH,37.617,120.9,100
57506099999,DA-ZU,1974-04-23,2002-04-15,null,CH,29.633,105.767,305
56315099999,DABBA SOUTHWEST,1957-07-01,1963-12-31,null,CH,29.033,100.167,4553
58947099999,DAI-TOU,1974-08-17,2002-04-08,null,CH,25.267,119.2,37
52353099999,DALAIN HOB EAST,1957-06-01,1958-05-31,null,CH,41.967,100.883,946
56751099999,DALI,1943-11-30,2024-01-06,null,CH,25.7,100.1833333,1992
52618099999,DANGCHENGWAN SOUTH,1962-03-02,1962-04-30,null,CH,39.167,94.833,3746
59845099999,DANXIAN,1957-06-02,2024-01-06,null,CH,19.5166666,109.5833333,169
57960099999,DAO XIAN NORTH,1961-01-07,1961-03-14,null,CH,25.55,111.583,179
56357099999,DAOCHENG,1964-01-01,2024-01-06,null,CH,29.05,100.3,3729
57965099999,DAOXIAN,1973-01-01,1997-12-31,null,CH,25.617,111.6,152
59309099999,DAPING,1974-04-21,1975-12-21,null,CH,23.183,115.85,97
56143099999,DARCANG WEST,1960-02-01,1961-02-27,null,CH,32.783,99.917,4147
56046099999,DARLAG,1956-08-20,2024-01-06,null,CH,33.75,99.65,3968
57667099999,DARONGTANG SOUTHEAST,1974-04-21,1974-09-19,null,CH,28.317,111.133,397
53487099999,DATONG,1957-06-01,2024-01-06,null,CH,40.0833333,113.4166666,1054
56167099999,DAWU,1979-07-01,2024-01-06,null,CH,30.9833333,101.1166666,2959
58244099999,DAYIJI NORTH,1974-01-12,2012-05-23,null,CH,32.55,119.233,30
56462599999,DAYONG,2007-10-10,2024-01-06,null,CH,29.1333333,100.4833333,900
56144099999,DEGE,1957-07-01,2024-01-06,null,CH,31.7333333,98.5666666,3201
56986099999,DEHOUJIE,1980-07-01,1997-12-31,null,CH,23.583,103.867,1423
52737099999,DELINGHA,1956-08-20,2024-01-06,null,CH,37.3666666,97.3666666,2982
56085099999,DENGKAGOIN,1973-10-05,1974-09-24,null,CH,34.04,103.333,3166
56116099999,DENGQEN,1956-08-20,2024-01-06,null,CH,31.4166666,95.6,3874
56444099999,DEQEN,1956-08-20,2024-01-06,null,CH,28.45,98.8833333,3320
55488099999,DEQEN SOUTH,1959-12-10,1962-06-30,null,CH,30.333,90.083,5304
54714099999,DEZHOU,1956-08-20,2002-02-12,null,CH,37.433,116.317,22
54907099999,DING-TAO,1980-04-01,1982-04-28,null,CH,35.067,115.567,0
54909099999,DINGTAO,1995-04-01,2024-01-06,null,CH,35.0833333,115.5166666,51
51463599999,DIWOPU,1985-02-09,2024-01-06,null,CH,43.907106,87.474244,647.7
53543099999,DONGSHENG,1973-01-01,2024-01-06,null,CH,39.8333333,109.9833333,1459
58251099999,DONGTAI,1956-08-20,2024-01-06,null,CH,32.85,120.2833333,4
52836099999,DOULAN,1956-08-20,2024-01-06,null,CH,36.3,98.1,3190
59037099999,DU AN,1957-06-01,1961-03-14,null,CH,24.017,108.083,162
54186099999,DUNHUA,1957-06-01,2024-01-06,null,CH,43.3666666,128.2,525
52418099999,DUNHUANG,1956-08-20,2023-04-28,null,CH,40.15,94.6833333,1140
54208099999,DUOLUN,1956-08-20,2024-01-06,null,CH,42.1833333,116.4666666,1247
57922099999,DUSHAN,1945-04-30,2024-01-06,null,CH,25.8333333,107.55,971
52267099999,EJIN QI,1960-03-01,2023-04-28,null,CH,41.95,101.0666666,941
56385099999,EMEI SHAN,1956-08-20,2024-01-06,null,CH,29.5166666,103.3333333,3049
57448099999,EN-SHI (CHI-AFB),1974-04-21,2002-06-15,null,CH,30.3,109.483,457
53195099999,ENGER SHOOTO,1957-06-01,2009-09-04,null,CH,43.383,114.45,1128
57447099999,ENSHI,1945-03-31,2024-01-06,null,CH,30.2833333,109.4666666,458
53068099999,ERENHOT,1956-08-20,2024-01-06,null,CH,43.65,112,966
74934199999,ERH-LANG-PA NORTH,1945-02-28,1945-10-06,null,CH,32.967,107.2,518
57259099999,FANGXIAN,1959-11-01,2024-01-06,null,CH,32.0333333,110.7666666,435
57348099999,FENGJIE,1956-08-20,2024-01-06,null,CH,31.0166666,109.5333333,303
54308099999,FENGNING,1957-06-01,2024-01-06,null,CH,41.2,116.6333333,661
57025099999,FENGXIANG,2005-05-02,2024-01-06,null,CH,34.5166666,107.3833333,781
58502099999,FENLU SOUTHEAST,1956-08-20,1963-12-31,null,CH,29.75,115.917,31
57483099999,FENSUIZUI NORTH,1957-06-01,1961-03-24,null,CH,30.65,113.65,30
54929099999,FEZXZAN,1998-03-01,2024-01-06,null,CH,35.25,117.95,120
59087099999,FOGANG,1957-06-02,2024-01-06,null,CH,23.8833333,113.5166666,68
69253499999,FORT CAMPBELL / TEST,1987-04-27,1991-04-05,KY,US,36.6666666,87.5,114
57522099999,FOU-LING,1959-12-09,1997-12-31,null,CH,29.717,107.4,275
58754099999,FUDING,1956-08-20,2024-01-06,null,CH,27.3333333,120.2,38
51068099999,FUHAI/BURULTOKAY,1962-03-06,1997-12-31,null,CH,47.1,87.383,472
50788099999,FUJIN,1956-08-20,2024-01-06,null,CH,47.2333333,131.9833333,65
51365099999,FUKANG,1962-03-02,1997-12-31,null,CH,44.15,87.983,549
57822099999,FUQUAN,1973-10-04,1974-09-14,null,CH,26.7,107.5,896
54284099999,FUSONG,1961-08-01,1997-12-31,null,CH,42.333,127.283,610
54563099999,FUXIAN/WAFANGDIAN,1957-06-01,1997-12-31,null,CH,39.633,121.983,17
54237099999,FUXIN,1957-06-01,1997-12-31,null,CH,42,121.633,182
58203099999,FUYANG,1957-06-01,2024-01-06,null,CH,32.8666666,115.7333333,33
51087099999,FUYUN,1956-08-20,2024-01-06,null,CH,46.9833333,89.5166666,827
58847099999,FUZHOU,1956-08-20,2024-01-06,null,CH,26.0833333,119.2833333,85
58847099999,FUZHOU,1956-08-20,2024-01-06,null,CH,26.0833333,119.2833333,85
56074099999,GA-HAI,1989-01-01,1997-05-14,null,CH,34.2,102.3,3109
52754099999,GANGCA,1961-03-16,2024-01-06,null,CH,37.3333333,100.1333333,3302
58040099999,GANYU,1958-01-04,2024-01-06,null,CH,34.85,119.1333333,10
57993099999,GANZHOU,1944-11-30,2024-01-06,null,CH,25.85,114.95,125
54846099999,GAO-MI (?),1980-07-04,2001-10-27,null,CH,36.383,119.733,38
56132099999,GAO-RIK,1959-12-09,2022-03-14,null,CH,32.5,97.933,3657
57411099999,GAOPING,1956-08-20,2024-01-06,null,CH,30.75,106.1333333,347
52546099999,GAOTAI WEST,1956-08-20,1961-10-31,null,CH,39.383,99.717,1354
59278099999,GAOYAO,1957-06-01,2024-01-06,null,CH,23.05,112.4666666,12
58241099999,GAOYOU,1959-11-01,1997-12-31,null,CH,32.783,119.45,3
56146099999,GARZE,1956-08-20,2024-01-06,null,CH,31.6166666,100,3394
56946099999,GENGMA,1990-01-01,2024-01-06,null,CH,23.55,99.4,1104
52813099999,GOL-MUD (?),1973-11-09,2001-11-26,null,CH,36.817,95.35,2731
52818099999,GOLMUD,1956-08-20,2024-01-06,null,CH,36.4166666,94.9,2809
57944099999,GONGDONG SOUTHEAST,1974-04-21,1974-12-02,null,CH,25.533,109.2,423
52856099999,GONGHE,1956-08-20,1997-12-31,null,CH,36.35,100.783,2743
54335099999,GOUBANGZI,1957-06-01,1997-12-31,null,CH,41.383,121.8,25
59262099999,GU-NA,1974-03-02,2002-05-30,null,CH,23.833,111.567,137
58519099999,GU-XIAN-DU,1957-06-02,1997-12-31,null,CH,29.083,116.883,31
52378099999,GUAIZIHU,1960-05-01,2024-01-06,null,CH,41.3666666,102.3666666,960
74934099999,GUANBA NORTH,1945-02-28,1946-04-30,null,CH,30.583,107.833,501
57206099999,GUANG-YUAN,1956-08-20,1984-12-26,null,CH,32.433,105.8,487
58813099999,GUANGCHANG,1957-06-10,2024-01-06,null,CH,26.85,116.3333333,142
59007099999,GUANGNAN,1956-08-20,2024-01-06,null,CH,24.0666666,105.0666666,1251
57911099999,GUDONG WEST,1974-04-21,1974-08-19,null,CH,25.95,107.133,977
53986099999,GUGUZHAI NW,1956-08-20,1961-10-31,null,CH,35.25,113.95,72
52955099999,GUINAN,2001-08-02,2024-01-06,null,CH,35.5833333,100.75,3123
59254099999,GUIPING,1956-08-20,2024-01-06,null,CH,23.4,110.0833333,44
58208099999,GUSHI,1956-08-20,2024-01-06,null,CH,32.1666666,115.6166666,44
53817099999,GUYUAN,1960-01-01,1997-05-14,null,CH,36.017,106.283,1676
55680099999,GYANGZE,1959-12-09,1997-12-31,null,CH,29,89.633,3657
54235099999,HA-ERH-T'AO,1973-10-06,2002-11-21,null,CH,42.5,122.133,183
50528099999,HAI-LAR/TUNGSHAN,1979-07-01,2002-07-31,null,CH,49.217,119.8,488
53805099999,HAI-YUAN,1974-06-13,2002-02-24,null,CH,36.567,105.65,1850
58250099999,HAIAN NORTHEAST,1973-10-04,1974-12-04,null,CH,32.567,120.467,12
59758099999,HAIKOU,1956-08-20,2024-01-06,null,CH,20,110.25,24
50527099999,HAILAR,1956-08-20,2024-01-06,null,CH,49.25,119.7,650
53231099999,HAILS,1960-01-02,2024-01-06,null,CH,41.45,106.3833333,1510
50756099999,HAILUN,1956-08-20,2024-01-06,null,CH,47.45,126.8666666,248
54863099999,HAIYANG,1957-06-01,2024-01-06,null,CH,36.7666666,121.1666666,64
53336099999,HALIUT,1956-08-20,2024-01-06,null,CH,41.5666666,108.5166666,1290
52203099999,HAMI,1956-08-20,2024-01-06,null,CH,42.8166667,93.5166667,739
57232099999,HAN-YIN,1962-03-02,1997-06-12,null,CH,32.9,108.517,457
56376099999,HAN-YUAN-CHIEH EAST,1960-10-01,1961-02-27,null,CH,29.583,102.717,2209
53798199999,HANDAN/HEIBEI,2012-01-16,2014-07-15,null,CH,36.5333333,114.4333333,69.79
53420099999,HANG-CHIN-HOU-CHI NW,1956-08-20,1961-10-31,null,CH,40.967,107.167,1035
53533099999,HANG-GIN-QI,1973-10-04,2013-05-27,null,CH,39.85,108.733,1450
74935099999,HANGCHOW CHINA,1945-10-22,1946-04-30,null,CH,30.233,120.166,8
74934899999,HANKOW CHINA,1945-09-30,1948-02-28,null,CH,30.583,114.25,37
57127099999,HANZHONG,1956-08-20,2024-01-06,null,CH,33.0666666,107.0333333,509
52765099999,HAO-MEN,1961-09-01,1997-12-31,null,CH,37.367,101.617,2682
50953099999,HARBIN,1956-08-20,2024-01-06,null,CH,45.9333333,126.5666666,117.7
50775099999,HE-GANG,1957-06-02,1997-02-25,null,CH,47.35,130.2,198
59023099999,HECHI,1956-08-20,2024-01-06,null,CH,24.7,108.05,214
57891099999,HECHUAN,1961-09-01,1963-01-31,null,CH,26.95,114.233,122
58436099999,HELIXI,1957-06-01,1974-08-13,null,CH,30.633,118.967,53
56065099999,HENAN,1961-09-01,2024-01-06,null,CH,34.7333333,101.6,3501
57872099999,HENGYANG,1943-08-31,1997-12-31,null,CH,26.933,112.583,98
53564099999,HEQU,1956-08-20,2024-01-06,null,CH,39.3666666,111.2166666,1037
58941099999,HESHANG SOUTHEAST,1957-06-03,1961-03-14,null,CH,25.933,119.567,8
59065099999,HEXIAN/BABU,1957-06-01,1997-12-31,null,CH,24.467,111.567,91
52868099999,HEY-IN,1962-03-02,1997-11-22,null,CH,36.033,101.433,2072
59293099999,HEYUAN,1956-08-20,2024-01-06,null,CH,23.8,114.7333333,41
54906099999,HEZE/CAOZHOU,1956-08-20,1997-08-01,null,CH,35.25,115.433,51
56080099999,HEZUO,1958-05-06,2024-01-06,null,CH,35,102.9,2910
51156099999,HOBOKSAR,1956-08-20,2024-01-06,null,CH,46.8166666,85.75,1323.2
45005099999,HONG KONG OBSERVATORY,1946-09-01,2018-09-30,null,CH,22.3,114.1666666,62
58665099999,HONGJIA,1956-08-20,1997-12-31,null,CH,28.6166666,121.4166666,2
52318099999,HONGLIUYUAN,1974-06-12,2020-12-30,null,CH,41.067,95.417,1524
58367099999,HONGQIAO INTL,1956-08-20,2024-01-06,null,CH,31.197875,121.336319,3.04
58138099999,HONGZE HU (LAKE),1957-06-02,1997-12-31,null,CH,33.333,118.667,2
51828099999,HOTAN,1956-08-20,2024-01-06,null,CH,37.1333333,79.9333333,1375
57007099999,HSI-LI SOUTH,1973-11-08,1974-10-03,null,CH,34.1,105.033,1505
74934799999,HSIA-KUAN SOUTHEAST,1945-09-07,1948-11-19,null,CH,32.083,118.75,25
53666099999,HSIA-TAO-HUNG SOUTH,1957-06-01,1962-04-21,null,CH,38.4,111.833,1370
52838099999,HSIANG-JIH-TE NE,1973-11-08,1975-04-14,null,CH,36.067,97.75,2976
52740099999,HSIN-YUAN,1989-09-28,1997-05-14,null,CH,37.3,99.017,3627
74932799999,HSUPU CHINA AAB,1945-07-31,1945-08-31,null,CH,27.866,110.566,152
56485099999,HU-JIA-PU-ZIIA,1957-07-01,1997-12-31,null,CH,28.517,103.617,1485
57046099999,HUA SHAN,1956-08-20,2024-01-06,null,CH,34.4833333,110.0833333,2063
74934599999,HUA-CHIAO SOUTHEAST,1946-04-30,1946-08-31,null,CH,30.417,103.917,486
